X1	X2	TARGET	Y1	
+0.800000	+2.100000	+1.000000	+0.992763	
-2.900000	-0.600000	+0.000000	+0.007203	
+1.100000	-3.000000	+0.000000	+0.007402	
-0.800000	-2.400000	+0.000000	+0.007279	
+2.500000	-2.900000	+0.000000	+0.007435	
+2.300000	-0.100000	+0.000000	+0.007341	
+0.800000	-2.700000	+0.000000	+0.007424	
-0.400000	-0.900000	+0.000000	+0.007006	
+1.800000	+0.200000	+1.000000	+0.992913	
-0.300000	-0.700000	+0.000000	+0.006978	
+1.000000	+2.700000	+0.000000	+0.007154	
+1.900000	+0.800000	+1.000000	+0.992882	
+2.900000	-1.000000	+0.000000	+0.007376	
+2.700000	-1.000000	+0.000000	+0.007373	
+0.300000	-2.300000	+0.000000	+0.007374	
+1.000000	+1.300000	+1.000000	+0.992823	
+1.600000	-3.000000	+0.000000	+0.007425	
-1.600000	+2.900000	+0.000000	+0.006999	
+0.500000	+0.900000	+1.000000	+0.992956	
-2.500000	-2.500000	+0.000000	+0.007327	
-2.100000	-0.300000	+0.000000	+0.007108	
-0.500000	+2.400000	+1.000000	+0.992645	
-1.100000	-2.500000	+0.000000	+0.007281	
-1.100000	+1.600000	+1.000000	+0.992620	
-0.700000	-2.200000	+0.000000	+0.007252	
+0.700000	-2.000000	+0.000000	+0.007407	
-0.800000	-1.100000	+0.000000	+0.007180	
-1.700000	-0.400000	+0.000000	+0.007096	
-2.900000	-1.700000	+0.000000	+0.007287	
-1.600000	+0.300000	+1.000000	+0.992688	
+0.600000	-1.300000	+0.000000	+0.007360	
-0.200000	-0.600000	+0.000000	+0.007005	
+0.200000	-2.100000	+0.000000	+0.007336	
-0.600000	-2.800000	+0.000000	+0.007228	
-0.700000	+1.800000	+1.000000	+0.992631	
-1.300000	-0.200000	+0.000000	+0.007117	
-0.100000	+1.800000	+1.000000	+0.992781	
+0.800000	-1.800000	+0.000000	+0.007410	
-1.500000	-0.300000	+0.000000	+0.007098	
+2.100000	-1.100000	+0.000000	+0.007381	
+2.400000	-2.200000	+0.000000	+0.007447	
+0.300000	-1.600000	+0.000000	+0.007341	
-1.800000	+1.200000	+0.000000	+0.006963	
+2.600000	-0.300000	+0.000000	+0.007337	
+1.300000	-0.100000	+0.000000	+0.007317	
-2.800000	-0.300000	+0.000000	+0.007179	
-3.000000	+2.400000	+0.000000	+0.007113	
-2.800000	+0.200000	+0.000000	+0.007185	
+1.100000	-0.900000	+0.000000	+0.007334	
-0.100000	-1.700000	+0.000000	+0.007140	
-1.900000	-2.100000	+0.000000	+0.007236	
+1.000000	+2.400000	+0.000000	+0.007156	
+2.700000	-2.900000	+0.000000	+0.007429	
+2.800000	+1.000000	+0.000000	+0.007175	
+0.100000	-1.100000	+0.000000	+0.007209	
-1.300000	-3.000000	+0.000000	+0.007272	
+1.000000	+2.100000	+0.000000	+0.007156	
+1.100000	-1.700000	+0.000000	+0.007417	
-1.100000	+0.700000	+1.000000	+0.992707	
+1.800000	-2.600000	+0.000000	+0.007451	
-0.800000	+2.600000	+0.000000	+0.007028	
+2.300000	+2.800000	+0.000000	+0.007167	
-1.600000	+0.700000	+1.000000	+0.992692	
-1.700000	+2.300000	+0.000000	+0.006997	
-0.100000	-0.200000	+0.000000	+0.007048	
-0.100000	-0.700000	+0.000000	+0.007060	
+0.500000	+2.700000	+0.000000	+0.007123	
+0.100000	-0.100000	+0.000000	+0.007190	
+1.100000	-1.800000	+0.000000	+0.007427	
+0.200000	+2.300000	+1.000000	+0.992943	
-3.000000	-1.800000	+0.000000	+0.007318	
-2.700000	-1.900000	+0.000000	+0.007289	
+0.600000	+2.500000	+0.000000	+0.007135	
-0.400000	+2.100000	+1.000000	+0.992657	
-2.100000	+0.500000	+1.000000	+0.992692	
+1.500000	+1.900000	+0.000000	+0.007168	
+0.400000	+1.500000	+1.000000	+0.992967	
+0.400000	-0.700000	+0.000000	+0.007280	
+0.500000	+1.100000	+1.000000	+0.992940	
-2.200000	-2.100000	+0.000000	+0.007253	
-2.400000	-0.200000	+0.000000	+0.007133	
-2.500000	+1.700000	+0.000000	+0.007047	
-0.200000	-1.700000	+0.000000	+0.007080	
-2.700000	-1.600000	+0.000000	+0.007262	
-2.000000	-1.800000	+0.000000	+0.007213	
+2.100000	-0.600000	+0.000000	+0.007345	
+0.500000	+2.000000	+1.000000	+0.992872	
-0.500000	-1.800000	+0.000000	+0.007123	
+2.800000	-0.200000	+0.000000	+0.007311	
-0.900000	+0.700000	+1.000000	+0.992705	
-3.000000	+2.100000	+0.000000	+0.007104	
+0.600000	+0.200000	+1.000000	+0.992936	
+2.400000	+1.600000	+0.000000	+0.007176	
-0.700000	-0.700000	+0.000000	+0.007131	
+0.000000	-0.600000	+0.000000	+0.007136	
-2.800000	+1.500000	+0.000000	+0.007059	
+1.800000	-3.000000	+0.000000	+0.007427	
-2.600000	-1.100000	+0.000000	+0.007205	
+1.500000	-2.500000	+0.000000	+0.007437	
-1.300000	+0.000000	+0.000000	+0.007114	
-2.100000	+0.900000	+0.000000	+0.006993	
+1.200000	+2.300000	+0.000000	+0.007163	
-2.300000	+2.900000	+0.000000	+0.007035	
-0.500000	-0.900000	+0.000000	+0.007057	
-1.100000	+0.300000	+1.000000	+0.992708	
+2.400000	-2.100000	+0.000000	+0.007437	
+0.300000	+2.200000	+1.000000	+0.992964	
+2.400000	+1.700000	+0.000000	+0.007175	
+1.900000	-2.000000	+0.000000	+0.007451	
-1.400000	-1.900000	+0.000000	+0.007225	
-0.600000	-2.700000	+0.000000	+0.007237	
-0.800000	-0.800000	+0.000000	+0.007149	
+1.900000	-2.700000	+0.000000	+0.007438	
+1.700000	-0.600000	+0.000000	+0.007337	
+2.200000	+0.100000	+1.000000	+0.992880	
+0.600000	+2.200000	+1.000000	+0.992804	
-0.600000	-1.200000	+0.000000	+0.007131	
+0.700000	+0.000000	+0.000000	+0.007311	
+0.300000	-1.500000	+0.000000	+0.007329	
+1.700000	+2.700000	+0.000000	+0.007135	
+1.700000	-2.900000	+0.000000	+0.007427	
-3.000000	+2.000000	+0.000000	+0.007102	
-0.100000	-0.400000	+0.000000	+0.007055	
+1.900000	-2.200000	+0.000000	+0.007450	
+0.000000	-0.500000	+0.000000	+0.007134	
-0.600000	-3.000000	+0.000000	+0.007233	
+0.800000	-2.300000	+0.000000	+0.007433	
-1.900000	-1.800000	+0.000000	+0.007216	
-2.400000	+2.300000	+0.000000	+0.007047	
-1.000000	+2.500000	+0.000000	+0.007021	
-2.500000	+2.600000	+0.000000	+0.007053	
-2.900000	-1.700000	+0.000000	+0.007288	
+2.500000	+0.100000	+1.000000	+0.992854	
+2.800000	+0.200000	+0.000000	+0.007347	
-1.600000	-1.100000	+0.000000	+0.007140	
-0.900000	+2.600000	+0.000000	+0.007025	
+0.400000	+0.800000	+1.000000	+0.993016	
+0.000000	-2.200000	+0.000000	+0.007227	
-1.000000	-2.400000	+0.000000	+0.007286	
-0.500000	-2.300000	+0.000000	+0.007160	
-1.900000	-1.300000	+0.000000	+0.007166	
-2.100000	-1.800000	+0.000000	+0.007225	
-2.200000	+2.700000	+0.000000	+0.007030	
+0.700000	-1.500000	+0.000000	+0.007389	
+0.100000	+1.800000	+1.000000	+0.992902	
-1.900000	+1.400000	+0.000000	+0.006977	
-0.800000	-2.200000	+0.000000	+0.007273	
+1.100000	-2.800000	+0.000000	+0.007420	
-1.800000	+2.700000	+0.000000	+0.006999	
-1.900000	+0.800000	+1.000000	+0.992682	
-1.900000	+0.700000	+1.000000	+0.992679	
+2.900000	-2.500000	+0.000000	+0.007449	
+1.900000	+2.600000	+0.000000	+0.007165	
-1.900000	+1.900000	+0.000000	+0.007007	
+0.400000	-1.300000	+0.000000	+0.007330	
+2.200000	-3.000000	+0.000000	+0.007427	
-0.200000	+2.400000	+1.000000	+0.992722	
-1.500000	-1.200000	+0.000000	+0.007151	
-3.000000	+0.400000	+0.000000	+0.007197	
+1.900000	+2.600000	+0.000000	+0.007168	
+1.600000	-0.300000	+0.000000	+0.007329	
-0.500000	+0.400000	+1.000000	+0.992769	
-0.800000	+2.400000	+0.000000	+0.007026	
-2.600000	-1.200000	+0.000000	+0.007211	
-1.200000	+0.100000	+1.000000	+0.992704	
-0.900000	+0.200000	+1.000000	+0.992705	
-1.300000	-2.400000	+0.000000	+0.007262	
-0.700000	+2.800000	+0.000000	+0.007008	
-1.300000	+2.800000	+0.000000	+0.007000	
-1.600000	+1.100000	+1.000000	+0.992660	
-1.000000	+1.500000	+1.000000	+0.992667	
+2.700000	+0.500000	+0.000000	+0.007294	
-0.900000	-1.900000	+0.000000	+0.007255	
+0.700000	-2.900000	+0.000000	+0.007399	
+0.000000	-2.800000	+0.000000	+0.007217	
-0.700000	+0.500000	+1.000000	+0.992715	
+0.900000	-0.500000	+0.000000	+0.007316	
-0.200000	+1.800000	+1.000000	+0.992740	
+1.900000	+1.800000	+0.000000	+0.007177	
+1.100000	+1.200000	+1.000000	+0.992836	
+0.300000	+2.100000	+1.000000	+0.992954	
-2.000000	+2.300000	+0.000000	+0.007013	
+2.900000	+1.500000	+0.000000	+0.007173	
+1.500000	+0.000000	+0.000000	+0.007336	
-2.300000	-0.700000	+0.000000	+0.007145	
+0.000000	+0.300000	+1.000000	+0.992904	
+1.600000	-0.500000	+0.000000	+0.007334	
-1.900000	-0.800000	+0.000000	+0.007115	
-2.400000	+2.800000	+0.000000	+0.007047	
+2.700000	-2.200000	+0.000000	+0.007453	
+0.300000	-3.000000	+0.000000	+0.007335	
-1.200000	-0.300000	+0.000000	+0.007118	
+2.600000	-2.400000	+0.000000	+0.007456	
-1.000000	-2.200000	+0.000000	+0.007275	
+1.100000	-2.800000	+0.000000	+0.007427	
-2.000000	-0.700000	+0.000000	+0.007117	
+2.900000	-0.800000	+0.000000	+0.007330	
+2.300000	-1.900000	+0.000000	+0.007410	
+0.400000	+1.500000	+1.000000	+0.992960	
-1.900000	-2.100000	+0.000000	+0.007239	
+0.200000	-0.500000	+0.000000	+0.007225	
+0.300000	-1.200000	+0.000000	+0.007303	
-2.700000	+1.800000	+0.000000	+0.007071	
+2.300000	-0.600000	+0.000000	+0.007340	
+1.100000	+0.000000	+0.000000	+0.007330	
-2.300000	-0.800000	+0.000000	+0.007142	
+2.600000	-0.300000	+0.000000	+0.007335	
+1.900000	+1.000000	+1.000000	+0.992875	
+1.100000	-3.000000	+0.000000	+0.007412	
-0.300000	-1.100000	+0.000000	+0.006999	
-1.600000	+2.400000	+0.000000	+0.006994	
-1.800000	+1.900000	+0.000000	+0.006992	
+0.900000	+0.800000	+1.000000	+0.992856	
-0.400000	-1.200000	+0.000000	+0.007028	
-0.300000	+2.400000	+1.000000	+0.992686	
-1.300000	-2.900000	+0.000000	+0.007270	
-2.800000	+1.100000	+0.000000	+0.007042	
-1.400000	+1.700000	+0.000000	+0.006986	
+0.800000	+0.400000	+1.000000	+0.992873	
-0.300000	-2.500000	+0.000000	+0.007089	
+0.200000	-0.300000	+0.000000	+0.007224	
+1.500000	+0.000000	+0.000000	+0.007339	
-1.300000	-0.500000	+0.000000	+0.007116	
-2.600000	-1.100000	+0.000000	+0.007195	
-0.600000	-2.800000	+0.000000	+0.007231	
-0.500000	+1.200000	+1.000000	+0.992687	
+0.400000	+2.600000	+0.000000	+0.007110	
-0.600000	+2.100000	+1.000000	+0.992638	
+1.100000	+0.400000	+1.000000	+0.992889	
+1.200000	+2.200000	+0.000000	+0.007161	
+1.300000	+0.100000	+1.000000	+0.992895	
-2.100000	-1.600000	+0.000000	+0.007201	
-1.800000	+1.800000	+0.000000	+0.006991	
+1.000000	-1.200000	+0.000000	+0.007340	
+1.600000	+0.200000	+1.000000	+0.992910	
-2.700000	-1.600000	+0.000000	+0.007255	
+0.300000	-0.200000	+0.000000	+0.007260	
-1.400000	+1.800000	+0.000000	+0.006987	
+1.400000	+2.500000	+0.000000	+0.007164	
-0.200000	+2.200000	+1.000000	+0.992736	
-0.100000	-2.200000	+0.000000	+0.007168	
-2.200000	+1.100000	+0.000000	+0.006982	
+1.900000	-2.300000	+0.000000	+0.007439	
+2.300000	-1.500000	+0.000000	+0.007419	
-2.700000	+2.300000	+0.000000	+0.007079	
+1.600000	-0.100000	+0.000000	+0.007333	
+1.700000	+2.700000	+0.000000	+0.007144	
+0.500000	-2.000000	+0.000000	+0.007400	
-1.300000	-0.900000	+0.000000	+0.007131	
-0.500000	-2.000000	+0.000000	+0.007146	
-0.300000	+1.700000	+1.000000	+0.992694	
-2.100000	+1.000000	+0.000000	+0.006991	
+1.800000	+0.100000	+1.000000	+0.992906	
-3.000000	+1.100000	+0.000000	+0.007061	
+2.200000	-1.100000	+0.000000	+0.007373	
-0.900000	+0.800000	+1.000000	+0.992695	
-2.300000	+1.700000	+0.000000	+0.007022	
+2.100000	+0.100000	+1.000000	+0.992886	
-0.500000	-0.100000	+0.000000	+0.007023	
-3.000000	+0.700000	+0.000000	+0.007141	
-3.000000	+2.800000	+0.000000	+0.007105	
+2.200000	-1.400000	+0.000000	+0.007392	
-1.600000	+2.300000	+0.000000	+0.007000	
-1.600000	+1.100000	+1.000000	+0.992648	
+1.400000	-0.900000	+0.000000	+0.007356	
-2.300000	-1.600000	+0.000000	+0.007219	
+1.600000	-2.900000	+0.000000	+0.007431	
+0.400000	+1.500000	+1.000000	+0.992963	
+2.300000	+2.100000	+0.000000	+0.007166	
-0.300000	+1.900000	+1.000000	+0.992680	
+2.500000	+0.900000	+0.000000	+0.007177	
+1.200000	-0.200000	+0.000000	+0.007328	
-1.800000	-3.000000	+0.000000	+0.007272	
+0.000000	-2.800000	+0.000000	+0.007206	
-1.200000	-2.800000	+0.000000	+0.007287	
-1.600000	+0.100000	+1.000000	+0.992728	
+2.200000	+0.600000	+1.000000	+0.992870	
-1.600000	-0.300000	+0.000000	+0.007096	
+2.300000	-1.600000	+0.000000	+0.007424	
-1.400000	-1.700000	+0.000000	+0.007208	
+2.200000	+2.300000	+0.000000	+0.007173	
-0.700000	+2.000000	+1.000000	+0.992620	
-2.000000	-2.100000	+0.000000	+0.007241	
-2.700000	+2.200000	+0.000000	+0.007085	
-1.000000	-1.400000	+0.000000	+0.007205	
-2.800000	+1.400000	+0.000000	+0.007052	
+0.800000	+2.100000	+1.000000	+0.992753	
+2.100000	+0.300000	+1.000000	+0.992892	
+0.200000	+2.800000	+0.000000	+0.007062	
-2.700000	-0.300000	+0.000000	+0.007167	
+1.600000	+1.500000	+0.000000	+0.007155	
-2.700000	+1.200000	+0.000000	+0.007036	
-2.500000	+0.400000	+1.000000	+0.992714	
+1.900000	-0.500000	+0.000000	+0.007321	
+2.300000	-2.800000	+0.000000	+0.007443	
-2.600000	+0.300000	+1.000000	+0.992681	
+1.000000	+1.500000	+1.000000	+0.992799	
-1.400000	+1.000000	+1.000000	+0.992658	
+2.200000	+2.800000	+0.000000	+0.007150	
+2.400000	-1.800000	+0.000000	+0.007441	
+1.700000	+2.300000	+0.000000	+0.007169	
+0.700000	-2.300000	+0.000000	+0.007422	
-0.500000	+0.500000	+1.000000	+0.992738	
-1.700000	-1.000000	+0.000000	+0.007130	
-0.800000	+0.800000	+1.000000	+0.992697	
+2.300000	+2.100000	+0.000000	+0.007176	
-0.200000	-0.600000	+0.000000	+0.007002	
-2.000000	+2.100000	+0.000000	+0.007004	
-2.800000	+0.900000	+0.000000	+0.007073	
+1.400000	-1.100000	+0.000000	+0.007376	
+1.700000	+2.600000	+0.000000	+0.007167	
-2.800000	-0.500000	+0.000000	+0.007186	
-1.800000	+2.600000	+0.000000	+0.006999	
-1.500000	-1.500000	+0.000000	+0.007182	
+1.200000	+0.900000	+1.000000	+0.992871	
+1.700000	+1.100000	+1.000000	+0.992868	
-3.000000	+1.400000	+0.000000	+0.007079	
-2.400000	-1.100000	+0.000000	+0.007182	
+2.800000	-1.000000	+0.000000	+0.007363	
+2.600000	+1.700000	+0.000000	+0.007169	
-1.400000	+2.700000	+0.000000	+0.007005	
-0.600000	-0.400000	+0.000000	+0.007082	
-1.000000	+0.900000	+1.000000	+0.992676	
+2.000000	-2.800000	+0.000000	+0.007438	
-1.900000	-2.400000	+0.000000	+0.007264	
+0.600000	+1.900000	+1.000000	+0.992825	
+0.700000	+2.600000	+0.000000	+0.007144	
-1.000000	+2.600000	+0.000000	+0.007025	
-2.100000	-1.300000	+0.000000	+0.007169	
+2.400000	+2.100000	+0.000000	+0.007166	
+2.900000	-1.500000	+0.000000	+0.007413	
+2.500000	-2.900000	+0.000000	+0.007427	
+1.500000	+2.300000	+0.000000	+0.007168	
+2.700000	-2.800000	+0.000000	+0.007444	
+2.800000	+2.800000	+0.000000	+0.007168	
-1.500000	-2.700000	+0.000000	+0.007270	
+1.500000	-1.700000	+0.000000	+0.007390	
-1.600000	+0.900000	+1.000000	+0.992697	
+1.000000	-3.000000	+0.000000	+0.007404	
-1.300000	+0.700000	+1.000000	+0.992691	
-1.700000	+1.600000	+0.000000	+0.006982	
